id;image_path;figures_original;difference_figuren;rating;answer;fascination;participant_id;expertise;fromwhere;zuversichtlich;beurteilt;beurteiler1_yesno;beurteiler1_scaled;beurteiler2_yesno;beurteiler2_scaled;use_this;beurteiler3_yesno;ELO-RATING;accuracy_pixel_by_pixel;figuren;analogy_yes_no;time_on_board;structural_similarity_score;analysis_category;explanation;relational_count;attribute_count;relational_expressions;attribute_expressions;key_evidence;is_structural;is_mixed;is_non_structural;relational_ratio;analysis_status;processed_timestamp
19;6;11;0;3k4/1pppp3/8/8/8/8/1PPPPP2/3K4;Das war sozusagend ie gleiche Anzahl an Bauern, jedoch an der jeweils in der 2 und 7 Linie.;5;54f1cace7a;Advanced;1;2;2;1;4;1;3;;;1289;0.671875;11;1;24.1061;2;non-structural;The response focuses on the surface attributes of the pawns, specifically their quantity and their positions on the 2nd and 7th ranks, without discussing any relationships or interactions between them or with other pieces.;0;2;;"die gleiche Anzahl an Bauern; an der jeweils in der 2 und 7 Linie";"die gleiche Anzahl an Bauern; an der jeweils in der 2 und 7 Linie";0;0;1;0.0;success;2025-07-31 09:57:46
21;2;8;-3;6rk/R7/2NQ4/8/8/8/8/8;Die Koordination von Turm, Dame und Pferd schränkt den schwarzen König massiv ein, schwarze Turm die Verteidigung behindert.;5;54f1cbf07a;Advanced;1;5;2;1;5;1;4;;;1338;0.8125;5;1;39.8239;8;structural;The response demonstrates strong structural thinking by focusing on the relationships and interactions between pieces. The phrases 'Koordination von Turm, Dame und Pferd' and 'schränkt den schwarzen König massiv ein' highlight how the coordination of these pieces restricts the black king's movement. Additionally, 'schwarze Turm die Verteidigung behindert' shows a relational understanding of how the black rook hinders the defense. These expressions emphasize the strategic and relational aspects of the game rather than just the attributes or positions of individual pieces.;3;5;"Koordination; schränkt ein; behindert";"Turm; Dame; Pferd; schwarze König; schwarze Turm";"Koordination von Turm, Dame und Pferd; schränkt den schwarzen König massiv ein; schwarze Turm die Verteidigung behindert";1;0;0;0.375;success;2025-07-31 09:58:02
22;1;7;-2;k1K5/b7/8/1Np5/8/8/8/8;Das weiße Pferd kann mit einem geschickten Zug eine Matt Situation voll ausbauen;3;54f1cbf07a;Advanced;1;3;2;0;3;1;4;;1.0;1338;0.8125;5;1;17.7142;6;mixed;The response shows a mix of relational and attribute-focused thinking. The phrase 'voll ausbauen' indicates a relational focus on developing a situation (checkmate), which involves interactions between pieces. However, the mention of 'weiße Pferd' and 'geschickten Zug' focuses more on the attribute of the piece and the quality of the move rather than deeper relational structures.;1;2;voll ausbauen;"weiße Pferd; geschickten Zug";"voll ausbauen; weiße Pferd; geschickten Zug";0;1;0;0.3333333333333333;success;2025-07-31 09:58:22
23;5;14;-9;8/8/2q1kp2/8/3N4/3K4/8/8;"In der Schachstrategie bezeichnet man als ""Königsgabel"" eine taktische Kombination, bei der ein einzelner Springer gleichzeitig den gegnerischen König und die Dame angreift.";4;54f1cbf07a;Advanced;1;4;2;1;4;1;4;;;1338;0.71875;5;1;36.8547;8;structural;The response demonstrates strong structural thinking by focusing on the relationship between the knight and the opponent's king and queen, specifically how the knight simultaneously attacks both pieces. This highlights a tactical interaction rather than just describing the knight's attributes or position in isolation.;1;1;gleichzeitig den gegnerischen König und die Dame angreift;einzelner Springer;gleichzeitig den gegnerischen König und die Dame angreift;1;0;0;0.5;success;2025-07-31 09:58:43
24;3;13;-10;8/8/6k1/8/3NK3/8/8/8;Ungenügend Material, weißes Pferd ist nicht genug;4;54f1cbf07a;Advanced;1;4;2;1;4;1;4;;;1338;0.78125;3;1;27.2433;1;non-structural;The response focuses on the attribute of insufficient material ('Ungenügend Material') and the isolated description of the white knight ('weißes Pferd ist nicht genug'). There is no mention of relationships between pieces, interactions, or strategic patterns, which indicates a non-structural focus.;0;2;;"Ungenügend Material; weißes Pferd ist nicht genug";"Ungenügend Material; weißes Pferd ist nicht genug";0;0;1;0.0;success;2025-07-31 09:59:46
26;14;12;-4;4k3/7n/6r1/2p3b1/2P1B3/3K4/8/8;Läufer auf e4 nimmt g6 gibt Schach auf e8 und kann anschließend den Springer auf h7 nehmen. Damit ist es wieder ein ausgeglichenes Spiel;3;54f1cbf07a;Advanced;1;4;2;0;3;1;3;;1.0;1338;0.734375;8;1;21.6272;7;structural;The response demonstrates structural thinking by focusing on the relationships between pieces, specifically the actions of taking and giving check. The sequence of moves described shows how the bishop interacts with other pieces to create a balanced game, emphasizing relational dynamics rather than just individual piece positions.;3;4;"nimmt; gibt Schach; nehmen";"Läufer auf e4; g6; e8; Springer auf h7";"Läufer auf e4 nimmt g6; gibt Schach auf e8; kann anschließend den Springer auf h7 nehmen";1;0;0;0.4285714285714285;success;2025-07-31 11:41:20
27;12;8;-3;8/2k5/4n3/2b5/3N4/8/4K3/8;Springer auf d4 nimmt Springer auf e6 gibt dann den König auf c7 ein Schach un nimmt dann den Läufer auf c5. König auf c6 nimmt Läufer c5. Remi;3;54f1cbf07a;Advanced;2;2;2;1;4;1;5;;;1338;0.8125;5;1;30.7999;2;non-structural;The response focuses almost entirely on individual piece positions and moves without describing any relational interactions, strategic patterns, or coordinated actions between pieces. It is a sequence of isolated moves and captures without deeper relational context.;0;6;;"Springer auf d4; Springer auf e6; König auf c7; Läufer auf c5; König auf c6; Läufer c5";"Springer auf d4 nimmt Springer auf e6; gibt dann den König auf c7 ein Schach; nimmt dann den Läufer auf c5; König auf c6 nimmt Läufer c5";0;0;1;0.0;success;2025-07-31 10:00:07
30;15;12;-7;8/8/7k/8/6bP/8/6BK/8;Der Bauer auf h4 kann nicht vorwärts rücken, da er sofort vom König auf h6 oder dem Läufer auf g4 geschnappt werden würde.;3;54f1cbf07a;Advanced;2;3;2;1;4;1;4;;;1338;0.765625;5;1;16.660700000000002;8;structural;The response demonstrates strong structural thinking by focusing on the relationship between the pawn on h4 and the opposing king on h6 and bishop on g4. The key phrase 'geschnappt werden würde' (would be captured) highlights the potential interaction and threat between these pieces, which is a relational concept. While the initial descriptions of piece positions are attribute-based, the core of the response is about the dynamic relationship between the pieces.;1;3;geschnappt werden würde;"Der Bauer auf h4; König auf h6; Läufer auf g4";geschnappt werden würde;1;0;0;0.25;success;2025-07-31 10:00:26
31;2;8;1;8/4kq2/4p1p1/4N3/2B5/3Q4/8/R1K5;In dieser dynamischen Mittelspielstellung hat Weiß einen koordinierten Angriff auf den exponierten schwarzen König im Zentrum aufgebaut. Die weiße Dame, der Läufer und der Springer bilden eine gefährliche Batterie, während der Turm bereit ist, in die Aktion einzugreifen. Die schwarzen Bauern bieten nur minimalen Schutz und behindern gleichzeitig die Verteidigungsmöglichkeiten des Königs.;5;54f1cd087a;Advanced;1;5;2;1;4;1;5;;;1110;0.75;9;1;21.3252;9;structural;The response demonstrates strong structural similarity by focusing on the relationships and interactions between pieces, such as the coordinated attack, the formation of a battery, and the minimal protection offered by the pawns. While it mentions individual pieces, the emphasis is on how they work together strategically.;5;7;"koordinierten Angriff; bilden eine gefährliche Batterie; bereit, in die Aktion einzugreifen; bieten nur minimalen Schutz; behindern gleichzeitig die Verteidigungsmöglichkeiten";"dynamischen Mittelspielstellung; exponierten schwarzen König im Zentrum; weiße Dame; Läufer; Springer; Turm; schwarzen Bauern";"koordinierten Angriff; bilden eine gefährliche Batterie; behindern gleichzeitig die Verteidigungsmöglichkeiten";1;0;0;0.4166666666666667;success;2025-07-31 10:00:55
32;1;7;0;knR5/2P5/8/3p4/1K1n4/8/8/8;Der weiße Bauer auf c7 kann zur Königin werden und gleichzeitig nicht nur das weiße Pferd schlagen, sondern dem schwarzen König ein Matt geben.;2;54f1cd087a;Advanced;1;4;2;1;5;1;4;;;1110;0.78125;7;1;36.2238;6;mixed;The response shows a mix of relational and attribute-focused thinking. It describes the potential transformation of the pawn into a queen (relational), the action of capturing the knight (relational), and delivering checkmate to the black king (relational). However, it also focuses on the individual attributes of the pieces (white pawn on c7, white knight, black king) without deeper relational context or strategic interaction between multiple pieces.;3;3;"kann zur Königin werden; schlagen; dem schwarzen König ein Matt geben";"Der weiße Bauer auf c7; weiße Pferd; schwarzen König";"kann zur Königin werden; schlagen; dem schwarzen König ein Matt geben; Der weiße Bauer auf c7; weiße Pferd; schwarzen König";0;1;0;0.5;success;2025-07-31 10:01:09
33;5;14;-8;8/3q1k2/2r3p1/4N3/8/5K2/8/8;Königsgabel- Dabei handelt es sich um einen gleichzeitigen Angriff auf König, Dame und Turm. In Fachkreisen wird diese Konstellation auch als Königsgabel bezeichnet.;4;54f1cd087a;Advanced;1;4;2;1;4;1;4;;;1110;0.71875;6;1;21.5013;8;structural;The response demonstrates strong structural thinking by focusing on the simultaneous attack (gleichzeitigen Angriff) on multiple pieces (König, Dame und Turm), which highlights the relational interaction between the attacking piece and the targeted pieces. The term 'Königsgabel' is a recognized chess concept that inherently describes a relational pattern rather than an isolated attribute.;1;1;gleichzeitigen Angriff auf König, Dame und Turm;Königsgabel;"gleichzeitigen Angriff auf König, Dame und Turm; Königsgabel";1;0;0;0.5;success;2025-07-31 10:01:26
34;3;13;-3;8/8/8/4p1k1/3pPp2/3P1Pp1/6P1/5K2;blockierenden Bauern eine Pattsituation ein klares Remi;4;54f1cd087a;Advanced;1;3;2;1;2;1;2;;;1110;0.78125;10;1;36.56;6;mixed;The response shows a mix of relational and attribute-focused thinking. The term 'blockierenden' indicates a relational focus on how pawns interact to create a blockade, and 'Pattituation' refers to a specific relational outcome in chess. However, 'Bauern' and 'klares Remi' are more attribute-focused, describing the pieces and the result without deeper relational context.;2;2;"blockierenden; Pattituation";"Bauern; klares Remi";"blockierenden; Pattituation; Bauern; klares Remi";0;1;0;0.5;success;2025-07-31 10:01:38
36;14;12;-2;1n3k2/8/1b1r4/p6p/P4B1P/3K4/8/8;Läufer auf f4 nimmt d6 Turm gibt Schach auf f8 und kann anschließend den Springer auf b8 nehmen. Damit ist es wieder ein ausgeglichenes Spiel;1;54f1cd087a;Advanced;2;4;2;0;3;1;4;;1.0;1110;0.671875;10;1;43.088;6;mixed;The response shows a mix of relational and attribute-focused thinking. It describes the interaction between pieces (e.g., 'Läufer auf f4 nimmt d6 Turm') and the resulting check ('gibt Schach auf f8'), which indicates some relational understanding. However, it also focuses on individual piece positions and attributes without deeper relational structures or strategic patterns.;3;4;"nimmt; gibt Schach; kann nehmen";"Läufer auf f4; Turm auf d6; Schach auf f8; Springer auf b8";"Läufer auf f4 nimmt d6 Turm; gibt Schach auf f8; kann anschließend den Springer auf b8 nehmen";0;1;0;0.4285714285714285;success;2025-07-31 10:01:55
37;12;8;-1;5r2/6k1/4n1p1/8/3N2P1/8/4K3/8;Springer auf d4 nimmt Springer auf e6 gibt dann den König auf g7 ein Schach und nimmt dann den Turm auf f8. König auf g7 nimmt Springer auf f8. Die Bauern bleiben übrig und geht in Remi;5;54f1cd087a;Advanced;2;5;2;0;3;1;5;;1.0;1110;0.765625;7;1;35.0619;3;non-structural;The response primarily describes individual piece movements and positions without discussing how the pieces interact or support each other. The focus is on the surface-level description of moves and captures, lacking relational or strategic context.;0;6;;"Springer auf d4; Springer auf e6; König auf g7; Turm auf f8; Springer auf f8; Die Bauern bleiben übrig";"Springer auf d4 nimmt Springer auf e6; gibt dann den König auf g7 ein Schach; nimmt dann den Turm auf f8; König auf g7 nimmt Springer auf f8; Die Bauern bleiben übrig und geht in Remi";0;0;1;0.0;success;2025-07-31 10:02:18
38;8;9;1;R4bk1/4pppp/8/8/8/8/2R3P1/5K2;Turm a8 nimmt Lf8, König muss Turm nehemen. Material Austausch. Tc2 geht auf Grundlinie. Schachmatt.;5;54f1cd087a;Advanced;1;4;2;0;3;1;3;;1.0;1110;0.78125;10;1;35.1432;3;non-structural;The response primarily describes individual piece movements and captures without deeper relational or strategic context. While there are some relational verbs like 'nimmt' (takes) and 'muss nehmen' (must take), these are basic interactions rather than complex relational structures. The focus is on surface-level actions and positions, such as 'Turm a8' or 'Tc2 geht auf Grundlinie', without discussing how pieces interact strategically or control space together.;3;6;"nimmt; muss nehmen; geht auf";"Turm a8; Lf8; König; Tc2; Grundlinie; Schachmatt";"Turm a8 nimmt Lf8; König muss Turm nehmen; Tc2 geht auf Grundlinie";0;0;1;0.3333333333333333;success;2025-07-31 10:02:46
39;6;11;0;8/8/7k/4pPp1/3pP1P1/2pP3K/2P5/8;Alles gleich geblieben;5;54f1cd087a;Advanced;2;5;2;1;1;1;2;;;1110;0.984375;11;1;48.2438;0;non-structural;The response 'Alles gleich geblieben' (Everything remained the same) focuses solely on the surface-level observation that nothing has changed in the position. It does not describe any relationships between pieces, interactions, or strategic patterns, making it purely attribute-focused.;0;1;;Alles gleich geblieben;Alles gleich geblieben;0;0;1;0.0;success;2025-07-31 10:03:00
41;2;8;-1;2kr4/1p6/2N5/1Q6/8/4B3/8/8;Der schwarze König ist in der Ecke gefangen, mit seinen eigenen Bauern als Hindernis. Die weiße Dame und der Springer arbeiten zusammen, um kritische Felder zu kontrollieren, während der Läufer bereit ist, in den Angriff einzugreifen. Der b6-Bauer schränkt die Verteidigungsmöglichkeiten zusätzlich ein.;5;54f1ce2a7a;Advanced;1;5;2;1;4;1;4;;;788;0.796875;7;1;21.1299;8;structural;The response demonstrates strong structural similarity by focusing on how pieces interact and work together (e.g., the white queen and knight controlling critical squares, the bishop preparing to attack, and the pawn restricting defensive options). While there are some attribute descriptions (e.g., the black king's position), the emphasis is on relational dynamics between pieces.;4;3;"arbeiten zusammen; kontrollieren; bereit ist, in den Angriff einzugreifen; schränkt die Verteidigungsmöglichkeiten ein";"Der schwarze König ist in der Ecke gefangen; mit seinen eigenen Bauern als Hindernis; Der b6-Bauer";"Die weiße Dame und der Springer arbeiten zusammen, um kritische Felder zu kontrollieren; während der Läufer bereit ist, in den Angriff einzugreifen; Der b6-Bauer schränkt die Verteidigungsmöglichkeiten zusätzlich ein";1;0;0;0.5714285714285714;success;2025-07-31 10:03:20
42;1;7;-1;7k/6b1/R7/5PN1/8/8/3K4/8;Der weiße Turm auf a6 und der Bauer auf f5 kontrollieren die Schlüsselfelder um den schwarzen König. Der weiße Springer bedroht sowohl den schwarzen Läufer als auch das Feld f7, was Schachmatt in einem Zug vorbereitet.;2;54f1ce2a7a;Advanced;1;4;2;1;4;1;5;;;788;0.828125;6;1;32.6868;8;structural;The response demonstrates strong structural thinking by focusing on the relationships between pieces and their collective impact on the game. The phrases 'kontrollieren die Schlüsselfelder' and 'bedroht sowohl den schwarzen Läufer als auch das Feld f7' highlight how the pieces interact to control key squares and threaten multiple targets. The mention of preparing checkmate in one move further emphasizes the strategic and relational aspects of the position.;3;3;"kontrollieren die Schlüsselfelder; bedroht sowohl den schwarzen Läufer als auch das Feld f7; was Schachmatt in einem Zug vorbereitet";"Der weiße Turm auf a6; der Bauer auf f5; Der weiße Springer";"kontrollieren die Schlüsselfelder um den schwarzen König; bedroht sowohl den schwarzen Läufer als auch das Feld f7; was Schachmatt in einem Zug vorbereitet";1;0;0;0.5;success;2025-07-31 10:03:59
43;5;14;-9;8/7k/4q3/6N1/6K1/5r2/8/8;"Die Königsgabel, ein taktischer Schachzug par excellence, zeichnet sich durch einen simultanen Angriff auf die drei mächtigsten Figuren aus: König, Dame und Turm. Schachexperten verwenden für diese raffinierte Konstellation den prägnanten Begriff ""Königsgabel""";2;54f1ce2a7a;Advanced;1;4;2;1;4;0;2;;1.0;788;0.71875;5;1;18.616;8;structural;The response focuses on the simultaneous attack (simultanen Angriff) by the king's fork (Königsgabel), which is a relational concept describing how one piece attacks multiple pieces at once. This demonstrates a clear focus on the interaction and relationship between pieces rather than their individual attributes.;2;1;"simultanen Angriff; Königsgabel";König, Dame und Turm;"simultanen Angriff auf die drei mächtigsten Figuren; Königsgabel";1;0;0;0.6666666666666666;success;2025-07-31 10:04:13
44;3;13;-3;8/4k3/3p4/2pP4/1pP1K3/pP6/P7/8;Ungenügend Material;4;54f1ce2a7a;Advanced;1;3;2;1;2;1;3;;;788;0.65625;10;1;47.8924;1;non-structural;The response 'Ungenügend Material' refers to the lack of sufficient material to achieve a checkmate, which is an attribute-focused description of the game state. It does not describe any relationships between pieces, their interactions, or strategic patterns.;0;1;;Ungenügend Material;Ungenügend Material;0;0;1;0.0;success;2025-07-31 10:04:28
45;11;8;0;8/1p6/p4k2/3p4/P2P3P/5K2/8/8;Die Bauern stechen sich gegenseitig aus. Es könnte ein remi werden;4;54f1ce2a7a;Advanced;1;4;2;1;1;1;2;;;788;0.875;8;1;25.2143;6;mixed;The response shows some relational thinking with the phrase 'stechen sich gegenseitig aus' (mutually capturing each other), which describes an interaction between pawns. However, the mention of 'remi' (draw) is more outcome-focused and lacks deeper relational or strategic context. The analysis is not purely structural but includes a mix of relational and surface-level elements.;1;2;stechen sich gegenseitig aus;"Bauern; remi";"stechen sich gegenseitig aus; remi";0;1;0;0.3333333333333333;success;2025-07-31 10:04:41
47;12;8;-2;4kr2/8/4n3/8/3N4/5P2/4K3/8;"Ich helfe Ihnen gerne dabei, diese Schachsequenz klarer zu formulieren:
Die Zugfolge wäre: Sxe6+ (Springer schlägt e6 mit Schach), Sxf8+ (Springer schlägt Turm auf f8 mit Schach), Kxf8 (König schlägt Springer auf f8). Die Stellung endet im Remis.";5;54f1ce2a7a;Advanced;1;5;2;0;3;1;3;;1.0;788;0.78125;6;1;37.8713;3;non-structural;The response primarily describes individual moves and captures without discussing the relationships between pieces, their interactions, or strategic patterns. It focuses on surface-level actions (e.g., 'Springer schlägt e6') rather than deeper relational structures.;0;3;;"Sxe6+ (Springer schlägt e6 mit Schach); Sxf8+ (Springer schlägt Turm auf f8 mit Schach); Kxf8 (König schlägt Springer auf f8)";"Sxe6+ (Springer schlägt e6 mit Schach); Sxf8+ (Springer schlägt Turm auf f8 mit Schach); Kxf8 (König schlägt Springer auf f8)";0;0;1;0.0;success;2025-07-31 10:04:58
